,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSAU2YR,,,,,,,,,,,,
2,WTSAU4YR,,,,,,,,,,,,
3,WTSAU01,,,,,,,,,,,,
4,WTSAU02,,,,,,,,,,,,
5,WTSAU03,,,,,,,,,,,,
6,WTSAU04,,,,,,,,,,,,
7,WTSAU05,,,,,,,,,,,,
8,WTSAU06,,,,,,,,,,,,
9,WTSAU07,,,,,,,,,,,,
10,WTSAU08,,,,,,,,,,,,
11,WTSAU09,,,,,,,,,,,,
12,WTSAU10,,,,,,,,,,,,
13,WTSAU11,,,,,,,,,,,,
14,WTSAU12,,,,,,,,,,,,
15,WTSAU13,,,,,,,,,,,,
16,WTSAU14,,,,,,,,,,,,
17,WTSAU15,,,,,,,,,,,,
18,WTSAU16,,,,,,,,,,,,
19,WTSAU17,,,,,,,,,,,,
20,WTSAU18,,,,,,,,,,,,
21,WTSAU19,,,,,,,,,,,,
22,WTSAU20,,,,,,,,,,,,
23,WTSAU21,,,,,,,,,,,,
24,WTSAU22,,,,,,,,,,,,
25,WTSAU23,,,,,,,,,,,,
26,WTSAU24,,,,,,,,,,,,
27,WTSAU25,,,,,,,,,,,,
28,WTSAU26,,,,,,,,,,,,
29,WTSAU27,,,,,,,,,,,,
30,WTSAU28,,,,,,,,,,,,
31,WTSAU29,,,,,,,,,,,,
32,WTSAU30,,,,,,,,,,,,
33,WTSAU31,,,,,,,,,,,,
34,WTSAU32,,,,,,,,,,,,
35,WTSAU33,,,,,,,,,,,,
36,WTSAU34,,,,,,,,,,,,
37,WTSAU35,,,,,,,,,,,,
38,WTSAU36,,,,,,,,,,,,
39,WTSAU37,,,,,,,,,,,,
40,WTSAU38,,,,,,,,,,,,
41,WTSAU39,,,,,,,,,,,,
42,WTSAU40,,,,,,,,,,,,
43,WTSAU41,,,,,,,,,,,,
44,WTSAU42,,,,,,,,,,,,
45,WTSAU43,,,,,,,,,,,,
46,WTSAU44,,,,,,,,,,,,
47,WTSAU45,,,,,,,,,,,,
48,WTSAU46,,,,,,,,,,,,
49,WTSAU47,,,,,,,,,,,,
50,WTSAU48,,,,,,,,,,,,
51,WTSAU49,,,,,,,,,,,,
52,WTSAU50,,,,,,,,,,,,
53,WTSAU51,,,,,,,,,,,,
54,WTSAU52,,,,,,,,,,,,
55,AUAEXSTS,,,,,,,,,,,,
56,AUAEXCMT,,,,,,,,,,,,
57,AUQ010,,,,,,,,,,,,
58,AUQ020,,,,,,,,,,,,
59,AUQ020A,,,,,,,,,,,,
60,AUQ020B,,,,,,,,,,,,
61,AUQ020C,,,,,,,,,,,,
62,AUQ020D,,,,,,,,,,,,
63,AUQ020E,,,,,,,,,,,,
64,AUQ030,,,,,,,,,,,,
65,AUQ040,,,,,,,,,,,,
66,AUQ050,,,,,,,,,,,,
67,AUXOTSPL,,,,,,,,,,,,
68,AUXLOEXC,,,,,,,,,,,,
69,AUXLOIMC,,,,,,,,,,,,
70,AUXLOCOL,,,,,,,,,,,,
71,AUXLOABN,,,,,,,,,,,,
72,AUDLOABC,,,,,,,,,,,,
73,AUXROTSP,,,,,,,,,,,,
74,AUXROEXC,,,,,,,,,,,,
75,AUXROIMC,,,,,,,,,,,,
76,AUXROCOL,,,,,,,,,,,,
77,AUXROABN,,,,,,,,,,,,
78,AUDROABC,,,,,,,,,,,,
79,AUXTMEPR,,,,,,,,,,,,
80,AUXTPVR,,,,,,,,,,,,
81,AUXTWIDR,,,,,,,,,,,,
82,AUXTCOMR,,,,,,,,,,,,
83,AUXTMEPL,,,,,,,,,,,,
84,AUXTPVL,,,,,,,,,,,,
85,AUXTWIDL,,,,,,,,,,,,
86,AUXTCOML,,,,,,,,,,,,
87,AUAEAR,,,,,,,,,,,,
88,AUAMODE,,,,,,,,,,,,
89,AUAFMANL,,,,,,,,,,,,
90,AUAFMANR,,,,,,,,,,,,
91,AUXU1K1R,,,,,,,,,,,,
92,AUXU500R,,,,,,,,,,,,
93,AUXU1K2R,,,,,,,,,,,,
94,AUXU2KR,,,,,,,,,,,,
95,AUXU3KR,,,,,,,,,,,,
96,AUXU4KR,,,,,,,,,,,,
97,AUXU6KR,,,,,,,,,,,,
98,AUXU8KR,,,,,,,,,,,,
99,AUXU1K1L,,,,,,,,,,,,
100,AUXU500L,,,,,,,,,,,,
101,AUXU1K2L,,,,,,,,,,,,
102,AUXU2KL,,,,,,,,,,,,
103,AUXU3KL,,,,,,,,,,,,
104,AUXU4KL,,,,,,,,,,,,
105,AUXU6KL,,,,,,,,,,,,
106,AUXU8KL,,,,,,,,,,,,
107,AUXR1K1R,,,,,,,,,,,,
108,AUXR5CR,,,,,,,,,,,,
109,AUXR1K2R,,,,,,,,,,,,
110,AUXR2KR,,,,,,,,,,,,
111,AUXR3KR,,,,,,,,,,,,
112,AUXR4KR,,,,,,,,,,,,
113,AUXR6KR,,,,,,,,,,,,
114,AUXR8KR,,,,,,,,,,,,
115,AUXR1K1L,,,,,,,,,,,,
116,AUXR5CL,,,,,,,,,,,,
117,AUXR1K2L,,,,,,,,,,,,
118,AUXR2KL,,,,,,,,,,,,
119,AUXR3KL,,,,,,,,,,,,
120,AUXR4KL,,,,,,,,,,,,
121,AUXR6KL,,,,,,,,,,,,
122,AUXR8KL,,,,,,,,,,,,
123,AUAREQC,,,,,,,,,,,,
124,AUALEQC,,,,,,,,,,,,
