,Column,Code,Label,English_Text,Target,English_Instructions,Class,Other For
0,OHAPOS,1,Yes,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,Both males and females 1 YEARS - 150 YEARS,nan,,
1,OHAPOS,2,No,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,Both males and females 1 YEARS - 150 YEARS,nan,,
2,OHAPOS,.,Missing,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,Both males and females 1 YEARS - 150 YEARS,nan,,
3,OHAREC,1,See A Dentist Immediately,Overall recommendation for care,Both males and females 1 YEARS - 150 YEARS,nan,,
4,OHAREC,2,See A Dentist Within The Next 2 Weeks,Overall recommendation for care,Both males and females 1 YEARS - 150 YEARS,nan,,
5,OHAREC,3,See A Dentist At Your Earliest Convenience,Overall recommendation for care,Both males and females 1 YEARS - 150 YEARS,nan,,
6,OHAREC,4,Continue Your Regular Routine Care,Overall recommendation for care,Both males and females 1 YEARS - 150 YEARS,nan,,
7,OHAREC,.,Missing,Overall recommendation for care,Both males and females 1 YEARS - 150 YEARS,nan,,
8,OHARNF,1,Yes,No significant findings,Both males and females 1 YEARS - 150 YEARS,nan,,
9,OHARNF,2,No,No significant findings,Both males and females 1 YEARS - 150 YEARS,nan,,
10,OHARNF,.,Missing,No significant findings,Both males and females 1 YEARS - 150 YEARS,nan,,
11,OHAROCCI,1,Yes,Clinical impression of soft tissue condition,Both males and females 1 YEARS - 150 YEARS,nan,,
12,OHAROCCI,2,No,Clinical impression of soft tissue condition,Both males and females 1 YEARS - 150 YEARS,nan,,
13,OHAROCCI,.,Missing,Clinical impression of soft tissue condition,Both males and females 1 YEARS - 150 YEARS,nan,,
14,OHAROCDE,1,Yes,Denture/Partial Denture/Plates,Both males and females 1 YEARS - 150 YEARS,nan,,
15,OHAROCDE,2,No,Denture/Partial Denture/Plates,Both males and females 1 YEARS - 150 YEARS,nan,,
16,OHAROCDE,.,Missing,Denture/Partial Denture/Plates,Both males and females 1 YEARS - 150 YEARS,nan,,
17,OHAROCDT,1,Yes,Decayed teeth,Both males and females 1 YEARS - 150 YEARS,nan,,
18,OHAROCDT,2,No,Decayed teeth,Both males and females 1 YEARS - 150 YEARS,nan,,
19,OHAROCDT,.,Missing,Decayed teeth,Both males and females 1 YEARS - 150 YEARS,nan,,
20,OHAROCGP,1,Yes,Gum disease/problem,Both males and females 1 YEARS - 150 YEARS,nan,,
21,OHAROCGP,2,No,Gum disease/problem,Both males and females 1 YEARS - 150 YEARS,nan,,
22,OHAROCGP,.,Missing,Gum disease/problem,Both males and females 1 YEARS - 150 YEARS,nan,,
23,OHAROCOH,1,Yes,Oral hygiene,Both males and females 1 YEARS - 150 YEARS,nan,,
24,OHAROCOH,2,No,Oral hygiene,Both males and females 1 YEARS - 150 YEARS,nan,,
25,OHAROCOH,.,Missing,Oral hygiene,Both males and females 1 YEARS - 150 YEARS,nan,,
26,OHAROTH,1,Yes,Some other finding (specify w/referral letter),Both males and females 1 YEARS - 150 YEARS,nan,,
27,OHAROTH,2,No,Some other finding (specify w/referral letter),Both males and females 1 YEARS - 150 YEARS,nan,,
28,OHAROTH,.,Missing,Some other finding (specify w/referral letter),Both males and females 1 YEARS - 150 YEARS,nan,,
29,OHDEXSTS,1,Complete,Overall Oral Health Exam Status,Both males and females 1 YEARS - 150 YEARS,nan,,
30,OHDEXSTS,2,Partial,Overall Oral Health Exam Status,Both males and females 1 YEARS - 150 YEARS,nan,,
31,OHDEXSTS,3,Not Done,Overall Oral Health Exam Status,Both males and females 1 YEARS - 150 YEARS,nan,,
32,OHDEXSTS,.,Missing,Overall Oral Health Exam Status,Both males and females 1 YEARS - 150 YEARS,nan,,
33,OHDRCSTS,1,Complete,Recommendation Care Status Code,Both males and females 1 YEARS - 150 YEARS,nan,,
34,OHDRCSTS,2,Partial,Recommendation Care Status Code,Both males and females 1 YEARS - 150 YEARS,nan,,
35,OHDRCSTS,3,Not Done,Recommendation Care Status Code,Both males and females 1 YEARS - 150 YEARS,nan,,
36,OHDRCSTS,.,Missing,Recommendation Care Status Code,Both males and females 1 YEARS - 150 YEARS,nan,,
37,SEQN,,,Respondent sequence number.,Both males and females 1 YEARS - 150 YEARS,nan,,
