,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,BMDSTATS,,,,,,,,,,,,
2,BMXWT,,,,,,,,,,,,
3,BMIWT,,,,,,,,,,,,
4,BMXRECUM,,,,,,,,,,,,
5,BMIRECUM,,,,,,,,,,,,
6,BMXHEAD,,,,,,,,,,,,
7,BMIHEAD,,,,,,,,,,,,
8,BMXHT,,,,,,,,,,,,
9,BMIHT,,,,,,,,,,,,
10,BMXBMI,,,,,,,,,,,,
11,BMDBMIC,,,,,,,,,,,,
12,BMXLEG,,,,,,,,,,,,
13,BMILEG,,,,,,,,,,,,
14,BMXARML,,,,,,,,,,,,
15,BMIARML,,,,,,,,,,,,
16,BMXARMC,,,,,,,,,,,,
17,BMIARMC,,,,,,,,,,,,
18,BMXWAIST,,,,,,,,,,,,
19,BMIWAIST,,,,,,,,,,,,
20,BMXSAD1,,,,,,,,,,,,
21,BMXSAD2,,,,,,,,,,,,
22,BMXSAD3,,,,,,,,,,,,
23,BMXSAD4,,,,,,,,,,,,
24,BMDAVSAD,,,,,,,,,,,,
25,BMDSADCM,,,,,,,,,,,,
