,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WHQ030M,,,,,,,,,,,,
2,WHQ500,,,,,,,,,,,,
3,WHQ510A,,,,,,,,,,,,
4,WHQ510B,,,,,,,,,,,,
5,WHQ510C,,,,,,,,,,,,
6,WHQ510D,,,,,,,,,,,,
7,WHQ510E,,,,,,,,,,,,
8,WHQ510F,,,,,,,,,,,,
9,WHQ510G,,,,,,,,,,,,
10,WHQ510H,,,,,,,,,,,,
11,WHQ510I,,,,,,,,,,,,
12,WHQ510J,,,,,,,,,,,,
13,WHQ510K,,,,,,,,,,,,
14,WHQ510L,,,,,,,,,,,,
15,WHQ510M,,,,,,,,,,,,
16,WHQ510N,,,,,,,,,,,,
17,WHQ510O,,,,,,,,,,,,
18,WHQ510U,,,,,,,,,,,,
19,WHQ520,,,,,,,,,,,,
20,WHQ530,,,,,,,,,,,,
21,WHQ540,,,,,,,,,,,,
22,WHQ550,,,,,,,,,,,,
23,WHQ560,,,,,,,,,,,,
24,WHQ570,,,,,,,,,,,,
25,WHQ580,,,,,,,,,,,,
