,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SMAQUEX,,,,,,,,,,,,
2,SMDANY,,,,,,,,,,,,
3,SMQ681,,,,,,,,,,,,
4,SMQ690A,,,,,,,,,,,,
5,SMQ690B,,,,,,,,,,,,
6,SMQ690C,,,,,,,,,,,,
7,SMQ690D,,,,,,,,,,,,
8,SMQ690E,,,,,,,,,,,,
9,SMQ690F,,,,,,,,,,,,
10,SMQ690G,,,,,,,,,,,,
11,SMQ690H,,,,,,,,,,,,
12,SMQ690K,,,,,,,,,,,,
13,SMQ710,,,,,,,,,,,,
14,SMQ720,,,,,,,,,,,,
15,SMQ725,,,,,,,,,,,,
16,SMQ740,,,,,,,,,,,,
17,SMQ770,,,,,,,,,,,,
18,SMQ800,,,,,,,,,,,,
19,SMQ817,,,,,,,,,,,,
20,SMQ830,,,,,,,,,,,,
21,SMQ845,,,,,,,,,,,,
22,SMQ849,,,,,,,,,,,,
23,SMQ851,,,,,,,,,,,,
24,SMQ863,,,,,,,,,,,,
