,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PFQ010,,,,,,,,,,,,
2,PFQ015,,,,,,,,,,,,
3,PFQ020,,,,,,,,,,,,
4,PFQ030,,,,,,,,,,,,
5,PFD036,,,,,,,,,,,,
6,PFD040,,,,,,,,,,,,
7,PFQ048,,,,,,,,,,,,
8,PFQ050,,,,,,,,,,,,
9,PFQ055,,,,,,,,,,,,
10,PFQ056,,,,,,,,,,,,
11,PFQ058,,,,,,,,,,,,
12,PFQ059,,,,,,,,,,,,
13,PFQ059A,,,,,,,,,,,,
14,PFQ060A,,,,,,,,,,,,
15,PFQ060B,,,,,,,,,,,,
16,PFQ060C,,,,,,,,,,,,
17,PFQ060D,,,,,,,,,,,,
18,PFQ060E,,,,,,,,,,,,
19,PFQ060F,,,,,,,,,,,,
20,PFQ060G,,,,,,,,,,,,
21,PFQ060H,,,,,,,,,,,,
22,PFQ060I,,,,,,,,,,,,
23,PFQ060J,,,,,,,,,,,,
24,PFQ060K,,,,,,,,,,,,
25,PFQ060L,,,,,,,,,,,,
26,PFQ060M,,,,,,,,,,,,
27,PFQ060N,,,,,,,,,,,,
28,PFQ060O,,,,,,,,,,,,
29,PFQ060P,,,,,,,,,,,,
30,PFQ060Q,,,,,,,,,,,,
31,PFQ060R,,,,,,,,,,,,
32,PFQ060S,,,,,,,,,,,,
33,PFQ066,,,,,,,,,,,,
34,PFD067A,,,,,,,,,,,,
35,PFD067B,,,,,,,,,,,,
36,PFD067C,,,,,,,,,,,,
37,PFD067D,,,,,,,,,,,,
38,PFD067E,,,,,,,,,,,,
39,PFD069A,,,,,,,,,,,,
40,PFD069B,,,,,,,,,,,,
41,PFD069C,,,,,,,,,,,,
42,PFD069D,,,,,,,,,,,,
43,PFD069E,,,,,,,,,,,,
44,PFD069F,,,,,,,,,,,,
45,PFD069G,,,,,,,,,,,,
46,PFD069H,,,,,,,,,,,,
47,PFD069I,,,,,,,,,,,,
48,PFD069J,,,,,,,,,,,,
49,PFD069K,,,,,,,,,,,,
50,PFD069L,,,,,,,,,,,,
51,PFD069M,,,,,,,,,,,,
52,PFD069N,,,,,,,,,,,,
53,PFD069O,,,,,,,,,,,,
54,PFD069P,,,,,,,,,,,,
55,PFD069Q,,,,,,,,,,,,
56,PFD069R,,,,,,,,,,,,
57,PFQ090,,,,,,,,,,,,
